ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_promoción de obra nueva,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: gas,heating_calefacción central: gas natural,heating_calefacción central: gas propano/butano,heating_calefacción central: gasoil,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_calefacción individual: gas,heating_calefacción individual: gas natural,heating_calefacción individual: gas propano/butano,heating_calefacción individual: gasoil,heating_no dispone de calefacción,heating_no dispone de calefacción: gas propano/butano,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_sur,"orientation_sur, este","orientation_sur, este, oeste","orientation_sur, oeste"
Anuncio actualizado el 8 de febrero,0,0,2,1,0,1976.0,,bajo exterior,1,1,38327362,15,1.0,Maruri,"Lugar Barrio Erdigune, 78"," Lugar Barrio Erdigune, 78 , Maruri , Uribe-Butroe, Vizcaya ",,"Uribe-Butroe, Vizcaya",90,86.0,2019-03-31,900,0,3,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 17 de febrero,0,0,1,0,0,1976.0,,planta 3ª exterior,0,0,84314102,15,0.0,Santurtzi,Distrito Capitán Mendizabal - La Sardinera," Calle Simon Bolivar, 1 , Distrito Capitán Mendizabal - La Sardinera , Santurtzi , Gran Bilbao, Vizcaya ","Calle Simon Bolivar, 1","Gran Bilbao, Vizcaya",70,60.0,2019-03-31,600,0,2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de febrero,0,0,2,0,0,1976.0,no indicado,planta 1ª exterior,0,0,82461685,15,0.0,Portugalete,Distrito Azeta - Abatxolo," Calle Sotera de la Mier Kalea, 16 , Distrito Azeta - Abatxolo , Portugalete , Gran Bilbao, Vizcaya ","Calle Sotera de la Mier Kalea, 16","Gran Bilbao, Vizcaya",110,85.0,2019-03-31,950,0,3,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 31 de enero,0,0,2,0,0,1976.0,no indicado,3 plantas,0,0,84101562,19,1.0,Gernika-Lumo,"Calle Maloste, 13"," Calle Maloste, 13 , Gernika-Lumo , Busturialdea, Vizcaya ",,"Busturialdea, Vizcaya",400,85.0,2019-03-31,1300,0,4,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de marzo,0,0,1,0,0,1976.0,en trámite,planta 2ª exterior,0,0,84546522,15,1.0,Bilbao,Distrito Abando - Albia," , Barrio Abandoibarra-Guggenheim , Distrito Abando - Albia , Bilbao , Gran Bilbao, Vizcaya ",Barrio Abandoibarra-Guggenheim,"Gran Bilbao, Vizcaya",80,75.0,2019-03-31,750,0,3,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de marzo,0,0,2,1,0,1976.0,no indicado,planta 1ª exterior,1,0,84557335,15,1.0,Santurtzi,Distrito Kabiezes," , Distrito Kabiezes , Santurtzi , Gran Bilbao, Vizcaya ",,"Gran Bilbao, Vizcaya",80,75.0,2019-03-31,750,0,2,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de marzo,0,0,1,0,0,1976.0,no indicado,planta 7ª exterior,0,0,84660315,15,1.0,Bilbao,Distrito Basurto - Zorroza," Sabino Arana Etorbidea, 28 , Barrio Basurtu , Distrito Basurto - Zorroza , Bilbao , Gran Bilbao, Vizcaya ",Barrio Basurtu,"Gran Bilbao, Vizcaya",60,85.0,2019-03-31,660,0,1,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de marzo,0,0,1,0,0,1995.0,en trámite,bajo exterior,0,0,84756855,15,0.0,Getxo,Distrito Sta. María de Getxo," Urb. Juan Bautista Zabala, 10 , Distrito Sta. María de Getxo , Getxo , Gran Bilbao, Vizcaya ","Urb. Juan Bautista Zabala, 10","Gran Bilbao, Vizcaya",54,85.0,2019-03-31,650,0,1,1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 2 meses sin actualizar,1,1,1,0,0,1976.0,no indicado,planta 3ª exterior,0,0,83781382,15,0.0,Bilbao,Distrito Casco Viejo," Belostikale, 26 , Distrito Casco Viejo , Bilbao , Gran Bilbao, Vizcaya ","Belostikale, 26","Gran Bilbao, Vizcaya",75,85.0,2019-03-31,900,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Anuncio actualizado el 11 de marzo,0,1,2,0,0,1976.0,en trámite,planta 4ª exterior,0,0,84558535,15,0.0,Bilbao,Distrito Abando - Albia," Mazarredo Zumarkalea, 29 , Barrio Abandoibarra-Guggenheim , Distrito Abando - Albia , Bilbao , Gran Bilbao, Vizcaya ",Barrio Abandoibarra-Guggenheim,"Gran Bilbao, Vizcaya",170,85.0,2019-03-31,1200,0,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
