ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_condition,condition_promoción de obra nueva,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: gas,heating_calefacción central: gas natural,heating_calefacción central: gasoil,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_calefacción individual: gas,heating_calefacción individual: gas natural,heating_calefacción individual: gas propano/butano,heating_heating,heating_no dispone de calefacción,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_orientation,orientation_sur,"orientation_sur, este","orientation_sur, este, oeste","orientation_sur, oeste"
Anuncio actualizado el 4 de abril,1,0,1.0,1,0,1997,en trámite,planta 2ª exterior,1,0,83584312,0,1,Madrid,Distrito Tetuán," Calle Orquídeas, 19 , Barrio Valdeacederas , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Valdeacederas,"Madrid capital, Madrid",74,,2019-04-12,297500,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de abril,0,0,2.0,1,0,1979,en trámite,planta 1ª interior,0,0,84322579,0,1,Madrid,Distrito Tetuán," Calle Pinos Alta, 94 , Barrio Ventilla-Almenara , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Ventilla-Almenara,"Madrid capital, Madrid",84,,2019-04-12,219000,0,3.0,0,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 10 de abril,0,0,1.0,0,0,1958,,planta 4ª exterior,0,1,84860471,0,1,Madrid,Distrito Tetuán," Calle del General Ramírez de Madrid, Madrid, 40 , Barrio Cuzco-Castillejos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuzco-Castillejos,"Madrid capital, Madrid",77,,2019-04-12,340000,0,2.0,0,0,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,0,0,1.0,0,0,1930,en trámite,bajo interior,0,0,85007727,0,0,Madrid,Distrito Tetuán," Calle de Joaquín Arjona, Madrid , Barrio Bellas Vistas , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Bellas Vistas,"Madrid capital, Madrid",44,,2019-04-12,115000,0,1.0,0,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,1,0,1.0,1,0,,,bajo exterior,0,0,85039155,0,1,Madrid,Distrito Tetuán," , Barrio Cuzco-Castillejos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuzco-Castillejos,"Madrid capital, Madrid",67,65,2019-04-12,295000,0,1.0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de abril,1,1,2.0,1,0,1968,,planta 2ª exterior,0,0,83968077,0,1,Madrid,Distrito Tetuán," Avenida del Doctor Federico Rubio y Galí, Madrid , Barrio Bellas Vistas , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Bellas Vistas,"Madrid capital, Madrid",84,72,2019-04-12,319000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de abril,1,0,3.0,0,0,1960,,planta 4ª interior,1,1,84969116,0,1,Madrid,Distrito Tetuán," Calle de Raimundo Fernández Villaverde , Barrio Cuatro Caminos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuatro Caminos,"Madrid capital, Madrid",240,197,2019-04-12,875000,1,5.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de febrero,0,0,1.0,1,0,1976,en trámite,planta 7ª exterior,0,0,83050546,0,1,Madrid,Distrito Tetuán," Calle de Bravo Murillo, Madrid , Barrio Ventilla-Almenara , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Ventilla-Almenara,"Madrid capital, Madrid",53,,2019-04-12,260000,0,1.0,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,0,0,1.0,0,0,,en trámite,planta 1ª exterior,0,0,84832448,0,1,Madrid,Distrito Tetuán," Calle Almansa , Barrio Bellas Vistas , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Bellas Vistas,"Madrid capital, Madrid",62,,2019-04-12,240000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de abril,1,0,2.0,1,0,1993,,planta 3ª exterior,1,0,85025627,0,1,Madrid,Distrito Tetuán," Calle Pinos Alta, Madrid , Barrio Ventilla-Almenara , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Ventilla-Almenara,"Madrid capital, Madrid",95,82,2019-04-12,270000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de abril,0,0,1.0,0,0,,en trámite,planta 2ª interior,0,0,85047623,0,0,Madrid,Distrito Tetuán," , Barrio Bellas Vistas , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Bellas Vistas,"Madrid capital, Madrid",37,,2019-04-12,139000,0,1.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,1,0,1.0,1,0,,,planta 2ª interior,0,0,39539244,3,0,Madrid,Distrito Tetuán," Calle de San Raimundo , Barrio Bellas Vistas , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Bellas Vistas,"Madrid capital, Madrid",50,,2019-04-12,240000,0,0.0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 12 de abril,1,0,1.0,1,0,1965,,planta 3ª exterior,0,0,83875867,0,1,Madrid,Distrito Tetuán," Calle Edgar Neville, Madrid , Barrio Cuatro Caminos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuatro Caminos,"Madrid capital, Madrid",60,,2019-04-12,345000,1,1.0,0,0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,0,0,2.0,1,0,1990,en trámite,planta 5ª exterior,1,0,84815350,0,1,Madrid,Distrito Tetuán," Calle del Marqués de Viana, Madrid, 12 , Barrio Valdeacederas , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Valdeacederas,"Madrid capital, Madrid",119,,2019-04-12,434000,0,3.0,0,1,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de abril,1,0,2.0,1,0,,en trámite,planta 4ª exterior,1,1,39957718,0,1,Madrid,Distrito Tetuán," Calle del roble , Barrio Cuzco-Castillejos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuzco-Castillejos,"Madrid capital, Madrid",119,108,2019-04-12,458000,0,4.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,1,0,1.0,0,0,,en trámite,planta 2ª interior,0,0,85012239,0,0,Madrid,Distrito Tetuán," Carolinas , Barrio Bellas Vistas , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Bellas Vistas,"Madrid capital, Madrid",45,,2019-04-12,149000,0,1.0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,0,0,1.0,0,0,1920,en trámite,planta 2ª interior,0,0,85017135,0,0,Madrid,Distrito Tetuán," Calle Antonio Gómez Galiana, Madrid , Barrio Bellas Vistas , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Bellas Vistas,"Madrid capital, Madrid",35,,2019-04-12,150000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,1,0,2.0,1,0,,,planta 2ª exterior,0,0,85021362,3,0,Madrid,Distrito Tetuán," Calle Tablada, 3 , Barrio Berruguete , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Berruguete,"Madrid capital, Madrid",140,135,2019-04-12,420000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 10 de abril,0,0,1.0,1,0,2019,en trámite,planta 2ª exterior,1,0,85020946,0,1,Madrid,Distrito Tetuán," , Barrio Cuzco-Castillejos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuzco-Castillejos,"Madrid capital, Madrid",72,,2019-04-12,335000,0,1.0,1,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,1,0,1.0,1,0,,,planta 2ª exterior,1,0,85040792,0,1,Madrid,Distrito Tetuán," , Barrio Cuatro Caminos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuatro Caminos,"Madrid capital, Madrid",50,,2019-04-12,260000,1,1.0,1,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,1,0,1.0,0,0,1979,en trámite,planta 4ª exterior,0,0,82009222,0,1,Madrid,Distrito Tetuán," Berruguete , Barrio Berruguete , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Berruguete,"Madrid capital, Madrid",43,,2019-04-12,170000,0,1.0,0,0,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 13 de febrero,0,0,13.0,0,0,,,planta 3ª exterior,0,0,82148425,0,1,Madrid,Distrito Tetuán," Calle San Enrique , Urb. Tetuan , Barrio Cuatro Caminos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuatro Caminos,"Madrid capital, Madrid",490,,2019-04-12,1500000,0,13.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de febrero,1,1,2.0,1,0,1950,,planta 2ª exterior,1,0,84122055,0,1,Madrid,Distrito Tetuán," Avenida del General Perón , Barrio Cuatro Caminos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuatro Caminos,"Madrid capital, Madrid",147,,2019-04-12,780000,0,3.0,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Anuncio actualizado el 2 de abril,0,0,1.0,0,0,,en trámite,bajo exterior,0,0,84423953,0,1,Madrid,Distrito Tetuán," Calle Castillo Piñeiro, 6 , Barrio Bellas Vistas , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Bellas Vistas,"Madrid capital, Madrid",42,,2019-04-12,170000,0,2.0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,1,0,3.0,1,0,1968,,planta 3ª exterior,1,0,84091236,0,1,Madrid,Distrito Tetuán," Paseo de la Castellana, Madrid , Barrio Cuzco-Castillejos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuzco-Castillejos,"Madrid capital, Madrid",340,280,2019-04-12,1400000,1,6.0,1,0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 8 de abril,1,1,1.0,0,0,1940,no indicado,planta 3ª exterior,0,0,84992570,0,0,Madrid,Distrito Tetuán," Calle Antonio Gómez Galiana , Barrio Bellas Vistas , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Bellas Vistas,"Madrid capital, Madrid",89,,2019-04-12,277000,0,3.0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de abril,1,0,1.0,0,0,1965,en trámite,planta 4ª exterior,0,0,84996338,0,0,Madrid,Distrito Tetuán," Calle platano , Barrio Valdeacederas , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Valdeacederas,"Madrid capital, Madrid",80,70,2019-04-12,170000,0,2.0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de abril,0,0,1.0,1,0,,en trámite,planta 1ª interior,0,0,84998831,0,0,Madrid,Distrito Tetuán," Calle de Francos Rodríguez, Madrid , Barrio Bellas Vistas , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Bellas Vistas,"Madrid capital, Madrid",32,23,2019-04-12,125000,0,1.0,0,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de abril,0,0,1.0,0,0,,,bajo exterior,0,0,85047628,0,0,Madrid,Distrito Tetuán," Calle San Valeriano, Madrid, 6 , Urb. TETUAN , Barrio Bellas Vistas , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Bellas Vistas,"Madrid capital, Madrid",60,,2019-04-12,90345,0,2.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 8 de marzo,1,0,1.0,1,0,2018,en trámite,planta 1ª exterior,0,0,81358867,0,1,Madrid,Distrito Tetuán," Dulcinea , Barrio Cuatro Caminos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuatro Caminos,"Madrid capital, Madrid",55,48,2019-04-12,278000,0,1.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,1,0,1.0,1,0,2018,en trámite,planta 3ª exterior,1,0,81360171,5,1,Madrid,Distrito Tetuán," Dulcinea , Barrio Cuatro Caminos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuatro Caminos,"Madrid capital, Madrid",96,63,2019-04-12,415000,0,1.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de abril,0,0,1.0,1,0,,en trámite,planta 1ª exterior,0,0,85004843,0,1,Madrid,Distrito Tetuán," Calle de Jaén , Barrio Cuatro Caminos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuatro Caminos,"Madrid capital, Madrid",80,,2019-04-12,349000,0,2.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,1,0,1.0,0,0,,en trámite,planta 2ª exterior,0,0,85031431,0,1,Madrid,Distrito Tetuán," , Barrio Ventilla-Almenara , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Ventilla-Almenara,"Madrid capital, Madrid",190,137,2019-04-12,618000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de abril,1,0,2.0,1,0,,en trámite,3 plantas,1,0,84885695,4,,Madrid,Distrito Tetuán," Avenida de Asturias, Madrid , Barrio Ventilla-Almenara , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Ventilla-Almenara,"Madrid capital, Madrid",180,,2019-04-12,440000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,0,0,1.0,0,0,1965,en trámite,planta 4ª exterior,0,0,85026513,0,1,Madrid,Distrito Tetuán," Paseo de la Castellana , Barrio Ventilla-Almenara , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Ventilla-Almenara,"Madrid capital, Madrid",92,80,2019-04-12,395000,0,4.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,1,1,2.0,1,0,1945,,planta 6ª exterior,0,0,85042113,0,1,Madrid,Distrito Tetuán," Avenida de la Reina Victoria, Madrid , Barrio Bellas Vistas , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Bellas Vistas,"Madrid capital, Madrid",130,120,2019-04-12,475000,1,3.0,0,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 9 de abril,1,0,3.0,1,0,1955,en trámite,planta 4ª exterior,0,0,85004334,0,1,Madrid,Distrito Tetuán," Paseo DE LA CASTELLANA, 113 , Urb. Calle Manojo de Rosas 16 , Barrio Cuzco-Castillejos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuzco-Castillejos,"Madrid capital, Madrid",229,,2019-04-12,950000,0,5.0,0,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,0,1,3.0,1,0,1965,en trámite,planta 7ª exterior,1,0,85012576,0,1,Madrid,Distrito Tetuán," Calle de Orense, Madrid, 17 , Barrio Cuatro Caminos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuatro Caminos,"Madrid capital, Madrid",235,171,2019-04-12,890000,0,4.0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,1,0,2.0,1,0,,no indicado,planta 11ª exterior,1,0,85034707,0,1,Madrid,Distrito Tetuán," Calle de San Germán, Madrid , Barrio Cuatro Caminos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuatro Caminos,"Madrid capital, Madrid",102,,2019-04-12,675000,0,2.0,1,0,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 12 de abril,0,0,1.0,1,0,,en trámite,planta 4ª exterior,0,0,85047971,0,0,Madrid,Distrito Tetuán," castilla , Barrio Bellas Vistas , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Bellas Vistas,"Madrid capital, Madrid",70,,2019-04-12,195000,0,2.0,0,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de abril,1,0,2.0,1,0,,,bajo exterior,1,1,85021377,0,1,Madrid,Distrito Tetuán," Calle Margaritas, 43 , Barrio Berruguete , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Berruguete,"Madrid capital, Madrid",62,,2019-04-12,245000,0,2.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de marzo,0,0,1.0,1,0,,en trámite,bajo interior,0,0,84666413,0,0,Madrid,Distrito Tetuán," Calle de los Artistas, Madrid , Barrio Cuatro Caminos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuatro Caminos,"Madrid capital, Madrid",56,,2019-04-12,229000,0,2.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de abril,0,0,1.0,0,0,,,bajo exterior,0,0,85035825,8,0,Madrid,Distrito Tetuán," Calle del Platano, Madrid, 28 , Barrio Valdeacederas , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Valdeacederas,"Madrid capital, Madrid",60,,2019-04-12,129000,0,0.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,1,0,1.0,1,0,1970,en trámite,planta 3ª interior,0,0,85021213,0,1,Madrid,Distrito Tetuán," , Barrio Cuatro Caminos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuatro Caminos,"Madrid capital, Madrid",23,21,2019-04-12,148000,0,1.0,0,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 9 de abril,1,0,1.0,1,0,2004,en trámite,planta 1ª exterior,0,0,85003021,0,1,Madrid,Distrito Tetuán," Azucenas , Barrio Valdeacederas , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Valdeacederas,"Madrid capital, Madrid",60,,2019-04-12,189000,0,1.0,0,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,0,0,1.0,0,0,1980,en trámite,bajo interior,1,0,85037520,8,1,Madrid,Distrito Tetuán," Avenida del Doctor Federico Rubio y Galí, Madrid , Barrio Bellas Vistas , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Bellas Vistas,"Madrid capital, Madrid",41,36,2019-04-12,125000,0,0.0,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de abril,0,0,1.0,0,0,,en trámite,planta 2ª exterior,1,0,85048842,0,1,Madrid,Distrito Tetuán," Genciana s/n , Barrio Valdeacederas , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Valdeacederas,"Madrid capital, Madrid",81,,2019-04-12,234000,0,2.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de abril,0,0,1.0,0,0,1925,,planta 1ª interior,0,0,84545633,0,0,Madrid,Distrito Tetuán," Avenida del General Perón , Barrio Cuatro Caminos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuatro Caminos,"Madrid capital, Madrid",40,37,2019-04-12,180000,0,1.0,0,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 26 de marzo,1,0,2.0,1,0,1998,no indicado,planta 7ª exterior,0,0,39824143,5,1,Madrid,Distrito Tetuán," , Barrio Cuatro Caminos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuatro Caminos,"Madrid capital, Madrid",140,,2019-04-12,725000,0,2.0,0,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 4 de abril,0,0,1.0,1,0,1967,,planta 9ª exterior,1,0,84727440,5,1,Madrid,Distrito Tetuán," Calle Huesca , Barrio Cuzco-Castillejos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuzco-Castillejos,"Madrid capital, Madrid",77,71,2019-04-12,360000,0,4.0,0,0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,0,0,1.0,0,0,,no indicado,planta 1ª exterior,1,0,39299736,0,1,Madrid,Distrito Tetuán," Calle Porfirio, 4 , Barrio Berruguete , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Berruguete,"Madrid capital, Madrid",52,40,2019-04-12,178503,0,1.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,1,0,1.0,0,0,,no indicado,sótano exterior,0,0,83871598,8,1,Madrid,Distrito Tetuán," Doctor Santero, 4 , Barrio Bellas Vistas , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Bellas Vistas,"Madrid capital, Madrid",47,,2019-04-12,135000,0,0.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 2 de abril,0,0,1.0,0,0,,,planta 1ª exterior,0,0,84034479,0,1,Madrid,Distrito Tetuán," Calle del Marqués de Viana , Barrio Berruguete , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Berruguete,"Madrid capital, Madrid",92,,2019-04-12,300000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Anuncio actualizado el 29 de marzo,0,0,1.0,0,0,,,planta 1ª exterior,0,0,36771056,0,1,Madrid,Distrito Tetuán," Calle de orense , Urb. Tetuan , Barrio Cuatro Caminos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuatro Caminos,"Madrid capital, Madrid",187,160,2019-04-12,1500000,0,2.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,1,1.0,1,0,1959,,planta 6ª exterior,0,1,84973234,0,1,Madrid,Distrito Tetuán," INFANTA MERCEDES , Barrio Cuatro Caminos , Distrito Tetuán , Madrid , Madrid capital, Madrid ",Barrio Cuatro Caminos,"Madrid capital, Madrid",54,51,2019-04-12,265000,0,2.0,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
